;2016-04-05;26.47;27.12;25.89;27.0;27.0;32680500;2.3;65.45;3.98
;2016-04-06;27.13;28.0;27.0;27.19;27.19;45096300;3.17;65.91;4.01
;2016-04-07;26.81;27.46;26.45;27.25;27.25;32222500;2.26;66.06;4.02
;2016-04-08;27.54;29.91;27.54;29.87;29.87;77443700;5.44;72.41;4.4
;2016-04-11;30.0;31.88;29.07;30.38;30.38;62874900;4.42;73.65;4.48
;2016-04-12;30.43;31.72;29.97;30.37;30.37;55149600;3.88;73.62;4.48
;2016-04-13;30.0;31.08;29.92;30.8;30.8;45509200;3.2;74.67;4.54
;2016-04-14;30.0;30.23;29.62;29.79;29.79;35839400;2.52;72.22;4.39
;2016-04-15;29.28;30.35;28.91;29.82;29.82;31580500;2.22;72.29;4.4
;2016-04-18;30.01;30.5;29.5;29.8;29.8;31912200;2.24;72.24;4.39
;2016-04-19;29.4;30.48;28.99;30.41;30.41;27341600;1.92;73.72;4.48
;2016-04-20;31.15;31.58;28.9;29.9;29.9;52726200;3.71;72.48;4.41
;2016-04-21;29.33;31.5;29.1;31.02;31.02;45031200;3.16;75.2;4.57
;2016-04-22;29.8;30.49;29.11;29.41;29.41;32572800;2.29;71.3;4.33
;2016-04-25;28.7;29.0;28.02;28.34;28.34;24642300;1.73;68.7;4.18
;2016-04-26;28.66;28.86;27.55;27.91;27.91;23492500;1.65;67.66;4.11
;2016-04-27;28.4;29.6;28.02;29.55;29.55;31961200;2.25;71.64;4.36
;2016-04-28;28.88;30.3;28.6;29.69;29.69;39025200;2.74;48.19;4.28
;2016-04-29;30.58;31.55;30.31;30.49;30.49;44474300;3.13;49.49;4.39
;2016-05-02;30.58;31.55;30.31;30.49;30.49;44474300;3.13;49.49;4.39
;2016-05-03;32.0;32.8;31.53;32.49;32.49;47126300;3.31;52.74;4.68
;2016-05-04;31.82;32.32;31.61;32.02;32.02;31673000;2.23;51.98;4.61
;2016-05-05;31.9;32.97;31.7;31.94;31.94;33912000;2.38;51.85;4.6
;2016-05-06;31.57;32.55;31.03;31.51;31.51;38471900;2.7;51.15;4.54
;2016-05-09;31.57;31.59;28.96;29.53;29.53;38979300;2.74;47.93;4.25
;2016-05-10;28.37;29.36;28.36;29.17;29.17;25142400;1.77;47.35;4.2
;2016-05-11;29.45;30.88;29.03;30.69;30.69;30489500;2.14;49.82;4.42
;2016-05-12;30.15;30.95;30.01;30.32;30.32;26914300;1.89;49.22;4.37
;2016-05-13;30.01;31.8;29.65;31.48;31.48;33656400;2.37;51.1;4.54
;2016-05-16;31.0;32.97;30.92;32.62;32.62;40166600;2.82;52.95;4.7
;2016-05-17;32.3;33.5;31.76;31.83;31.83;38486900;2.7;51.67;4.59
;2016-05-18;32.15;32.59;31.03;31.96;31.96;29007100;2.04;51.88;4.6
;2016-05-19;30.5;31.65;30.45;31.35;31.35;37933900;2.67;50.89;4.52
;2016-05-20;30.91;31.18;29.9;30.5;30.5;31484400;2.21;49.51;4.39
;2016-05-23;30.5;30.95;30.21;30.67;30.67;21151500;1.49;49.78;4.42
;2016-05-24;30.25;30.49;29.85;30.32;30.32;20830500;1.46;49.22;4.37
;2016-05-25;29.49;29.85;29.01;29.29;29.29;33876500;2.38;47.54;4.22
;2016-05-26;29.6;29.99;29.3;29.73;29.73;24857800;1.75;48.26;4.28
;2016-05-27;29.3;29.8;29.1;29.5;29.5;21845700;1.54;47.89;4.25
